48,49,-68,152
50,50,-18,153
53,54,73,153
58,58,134,129
54,53,173,71
55,56,167,70
65,66,132,98
65,65,179,16
71,71,197,-68
74,74,206,-88
69,68,211,-118
58,58,216,-92
55,55,204,-76
56,56,191,-8
54,54,191,70
53,53,178,86
59,60,158,124
62,63,169,99
63,63,168,99
65,65,170,22
63,63,181,22
60,60,172,8
60,60,170,8
58,58,173,3
55,55,172,2
53,53,171,11
54,55,160,92
56,56,144,110
58,59,158,92
60,60,162,81
61,61,173,74
60,60,169,63
58,57,170,38
54,54,170,21
53,52,155,44
53,53,145,96
53,53,154,129
62,65,159,132
82,84,164,122
88,88,172,0
88,88,171,-109
88,88,165,-141
87,87,160,-140
87,88,173,-152
86,85,168,-161
83,82,168,-159
78,77,167,-154
72,71,168,-156
65,64,176,-143
61,61,169,-83
65,66,174,-83
69,70,168,-21
73,73,167,-58
71,71,171,-96
66,65,168,-108
64,64,166,-95
66,67,167,-58
69,69,166,-58
69,69,168,-62
66,66,168,-80
65,65,172,-64
64,65,177,-53
67,67,171,-19
69,69,175,-19
70,70,178,-8
68,68,175,-57
66,66,178,-57
66,65,173,-43
64,65,171,-32
65,65,171,-32
65,65,180,-14
65,65,179,-14
64,64,180,-7
63,63,187,-2
62,61,187,-2
60,60,192,3
58,57,195,7
55,55,190,27
53,53,180,71
54,54,175,135
67,68,175,139
79,79,177,82
81,81,169,-63
81,81,176,-101
82,82,181,-138
81,81,168,-142
81,81,168,-144
80,79,170,-149
77,77,169,-148
72,72,163,-151
65,65,168,-147
60,60,168,-121
63,64,163,-121
64,64,170,-21
65,66,163,-17
67,67,165,-17
63,63,167,-62
62,62,165,-49
63,64,168,-49
63,63,171,-18
64,64,169,-18
64,64,167,-8
64,64,172,-8
65,65,174,-3
67,67,165,0
70,70,172,0
72,72,166,-3
72,72,168,-62
69,69,170,-93
66,65,168,-111
65,65,167,-60
66,66,175,-60
67,67,179,-26
68,68,182,-60
66,66,184,-65
65,65,180,-47
68,68,178,-47
68,68,178,-17
68,67,172,-15
65,65,176,-33
63,63,174,-36
61,61,176,-29
59,59,170,-12
58,57,174,-12
56,56,171,21
54,54,175,68
53,53,166,91
57,59,153,140
62,62,162,123
64,64,164,123
64,64,174,23
62,61,177,23
59,59,174,8
